# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PF3D7_0729500	PF3D7_0729500	PF3D7_0729500.1	protein_coding	0	35	19	175	85	0	0	19	0	0	0	0	0	0	0	0	0	35	90
PF3D7_0729600	PF3D7_0729600	PF3D7_0729600.1	protein_coding	0	2	0	194	94	0	9	0	0	0	0	0	1	0	0	0	0	1	92
PF3D7_0729700	PF3D7_0729700	PF3D7_0729700.1	protein_coding	1	12	31	218	92	0	11	31	0	0	0	0	1	0	0	1	0	12	115
PF3D7_0729800	PF3D7_0729800	PF3D7_0729800.1	protein_coding	0	0	1	238	143	0	0	1	0	0	0	0	0	0	0	0	0	0	95
PF3D7_0729900	PF3D7_0729900	PF3D7_0729900.1	protein_coding	0	396	148	143	47	0	4	148	0	0	0	0	0	0	0	0	0	396	92
PF3D7_0730000	PF3D7_0730000	PF3D7_0730000.1	protein_coding	1	2	1	193	138	0	5	1	0	0	0	0	1	0	0	1	0	2	50
PF3D7_0730100	PF3D7_0730100	PF3D7_0730100.1	protein_coding	0	11	13	159	86	0	0	13	0	0	0	0	0	0	0	0	0	11	73
PF3D7_0730200	PF3D7_0730200	PF3D7_0730200.1	protein_coding	0	48	22	99	46	0	4	22	0	0	0	0	0	0	0	0	0	48	49
PF3D7_0730400	PF3D7_0730400	PF3D7_0730400.1	protein_coding	0	2	0	133	50	0	3	0	0	0	0	0	1	0	0	0	0	1	81
PF3D7_0730500	PF3D7_0730500	PF3D7_0730500.1	protein_coding	1	21	66	126	68	0	0	66	0	0	0	0	0	0	1	0	0	21	58
PF3D7_0730600	PF3D7_0730600	PF3D7_0730600.1	protein_coding	0	0	0	105	52	0	0	0	0	0	0	0	0	0	0	0	0	0	53
PF3D7_0730700	PF3D7_0730700	PF3D7_0730700.1	protein_coding	0	0	0	107	59	0	0	0	0	0	0	0	0	0	0	0	0	0	48
PF3D7_0730800	PF3D7_0730800	PF3D7_0730800.1	protein_coding	0	3	8	101	40	0	1	8	0	0	0	0	0	0	0	0	0	3	60
PF3D7_0730800	PF3D7_0730800	PF3D7_0730800.2	protein_coding	0	3	8	101	40	0	1	8	0	0	0	0	0	0	0	0	0	3	60
PF3D7_0731000	PF3D7_0731000	PF3D7_0731000.1	lincRNA	0	0	0	92	40	0	0	0	9	0	0	0	0	0	0	0	0	0	43
PF3D7_0731200	PF3D7_0731200	PF3D7_0731200.1	protein_coding	0	1	1	70	29	0	4	1	0	0	0	0	0	0	0	0	0	1	37
PF3D7_0731400	PF3D7_0731400	PF3D7_0731400.1	transcribed_processed_pseudogene	0	0	0	80	43	0	1	0	12	0	0	0	0	0	0	0	0	0	24
PF3D7_0731700	PF3D7_0731700	PF3D7_0731700.1	protein_coding	1	0	6	69	37	0	0	6	0	0	0	0	0	0	1	0	0	0	32
PF3D7_0731900	PF3D7_0731900	PF3D7_0731900.1	transcribed_processed_pseudogene	2	3	0	1394	984	0	11	0	169	0	2	2	3	0	0	0	0	0	235
PF3D7_0732000	PF3D7_0732000	PF3D7_0732000.1	protein_coding	2	111	274	1374	545	0	36	274	0	0	0	0	5	0	2	0	0	108	796
PF3D7_0732100	PF3D7_0732100	PF3D7_0732100.1	transcribed_processed_pseudogene	0	2	0	2164	966	0	0	0	208	0	0	0	2	0	0	0	0	0	992
PF3D7_0732600	PF3D7_0732600	PF3D7_0732600.1	protein_coding	0	2	11	2118	798	0	0	11	0	0	0	0	0	0	0	0	0	2	1320
PF3D7_0732800	PF3D7_0732800	PF3D7_0732800.1	protein_coding	1	105	160	1202	418	0	47	160	0	0	0	0	4	0	1	0	0	101	741
PF3D7_0800600	PF3D7_0800600	PF3D7_0800600.1	protein_coding	1	2	13	570	479	0	2	13	0	0	0	1	0	0	0	0	0	2	90
PF3D7_0800650	PF3D7_0800650	PF3D7_0800650.1	snoRNA	0	0	0	226	69	0	0	0	2	0	0	0	0	0	0	0	0	0	155
PF3D7_0800750	PF3D7_0800750	PF3D7_0800750.1	transcribed_processed_pseudogene	0	0	0	254	98	0	0	0	10	0	0	0	0	0	0	0	0	0	146
PF3D7_0800800	PF3D7_0800800	PF3D7_0800800.1	protein_coding	0	2	10	183	60	0	6	10	0	0	0	0	0	0	0	0	0	2	117
PF3D7_0800900	PF3D7_0800900	PF3D7_0800900.1	transcribed_processed_pseudogene	0	0	0	208	93	0	7	0	10	0	0	0	0	0	0	0	0	0	98
PF3D7_0801000	PF3D7_0801000	PF3D7_0801000.1	protein_coding	0	36	45	141	88	0	0	45	0	0	0	0	0	0	0	0	0	36	53
PF3D7_0801100	PF3D7_0801100	PF3D7_0801100.1	rRNA	0	0	0	181	60	0	0	0	53	0	0	0	0	0	0	0	0	0	68
PF3D7_0801200	PF3D7_0801200	PF3D7_0801200.1	rRNA	0	0	0	116	50	0	0	0	0	0	0	0	0	0	0	0	0	0	66
PF3D7_0801400	PF3D7_0801400	PF3D7_0801400.1	protein_coding	0	1	0	118	62	0	2	0	0	0	0	0	0	0	0	0	0	1	54
PF3D7_0801600	PF3D7_0801600	PF3D7_0801600.1	protein_coding	0	1	1	109	53	0	0	1	0	0	0	0	0	0	0	0	0	1	56
PF3D7_0801800	PF3D7_0801800	PF3D7_0801800.1	protein_coding	0	17	14	116	60	0	0	14	0	0	0	0	0	0	0	0	0	17	56
PF3D7_0801900	PF3D7_0801900	PF3D7_0801900.1	protein_coding	0	38	153	121	59	0	0	153	0	0	0	0	0	0	0	0	0	38	62
PF3D7_0802400	PF3D7_0802400	PF3D7_0802400.1	protein_coding	0	7	14	137	46	0	11	14	0	0	0	0	1	0	0	0	0	6	81
PF3D7_0802500	PF3D7_0802500	PF3D7_0802500.1	protein_coding	0	11	23	121	65	0	0	23	0	0	0	0	0	0	0	0	0	11	56
PF3D7_0802700	PF3D7_0802700	PF3D7_0802700.1	protein_coding	0	4	5	180	61	0	5	5	0	0	0	0	0	0	0	0	0	4	114
PF3D7_0802900	PF3D7_0802900	PF3D7_0802900.1	protein_coding	0	0	2	142	63	0	1	2	0	0	0	0	0	0	0	0	0	0	78
PF3D7_0803200	PF3D7_0803200	PF3D7_0803200.1	protein_coding	0	5	9	125	60	0	4	9	0	0	0	0	0	0	0	0	0	5	61
PF3D7_0803500	PF3D7_0803500	PF3D7_0803500.1	protein_coding	0	9	22	159	71	0	0	22	0	0	0	0	0	0	0	0	0	9	88
PF3D7_0803600	PF3D7_0803600	PF3D7_0803600.1	protein_coding	0	12	41	207	117	0	26	41	0	0	0	0	2	0	0	0	0	11	65
PF3D7_0803800	PF3D7_0803800	PF3D7_0803800.1	protein_coding	0	1	2	185	123	0	3	2	0	0	0	0	0	0	0	0	0	1	59
PF3D7_0803900	PF3D7_0803900	PF3D7_0803900.1	snoRNA	0	0	0	191	119	0	0	0	0	0	0	0	0	0	0	0	0	0	72
PF3D7_0804000	PF3D7_0804000	PF3D7_0804000.1	protein_coding	0	8	20	149	81	0	13	20	0	0	0	0	0	0	0	0	0	8	55
PF3D7_0804100	PF3D7_0804100	PF3D7_0804100.1	snoRNA	0	0	0	111	50	0	0	0	1	0	0	0	0	0	0	0	0	0	60
PF3D7_0804200	PF3D7_0804200	PF3D7_0804200.1	lincRNA	0	0	0	143	76	0	0	0	1	0	0	0	0	0	0	0	0	0	66
PF3D7_0804300	PF3D7_0804300	PF3D7_0804300.1	protein_coding	0	13	30	138	69	0	0	30	0	0	0	0	0	0	0	0	0	13	69
PF3D7_0804500	PF3D7_0804500	PF3D7_0804500.1	protein_coding	1	54	135	144	75	0	2	135	0	0	0	0	0	0	1	0	0	54	67
PF3D7_0804600	PF3D7_0804600	PF3D7_0804600.1	protein_coding	0	2	10	137	57	0	5	10	0	0	0	0	0	0	0	0	0	2	75
PF3D7_0804700	PF3D7_0804700	PF3D7_0804700.1	protein_coding	0	14	50	124	62	0	0	50	0	0	0	0	0	0	0	0	0	14	62
PF3D7_0804900	PF3D7_0804900	PF3D7_0804900.1	protein_coding	0	11	8	99	49	0	0	8	0	0	0	0	0	0	0	0	0	11	50
PF3D7_0805000	PF3D7_0805000	PF3D7_0805000.1	protein_coding	0	2	1	124	53	0	10	1	0	0	0	0	0	0	0	0	0	2	61
PF3D7_0805100	PF3D7_0805100	PF3D7_0805100.1	protein_coding	0	7	8	103	48	0	0	8	0	0	0	0	0	0	0	0	0	7	55
PF3D7_0805300	PF3D7_0805300	PF3D7_0805300.1	protein_coding	0	8	23	102	58	0	0	23	0	0	0	0	0	0	0	0	0	8	44
PF3D7_0805400	PF3D7_0805400	PF3D7_0805400.1	protein_coding	0	2	0	122	55	0	1	0	0	0	0	0	0	0	0	0	0	2	66
PF3D7_0805500	PF3D7_0805500	PF3D7_0805500.1	protein_coding	0	19	30	91	47	0	0	30	0	0	0	0	0	0	0	0	0	19	44
PF3D7_0805600	PF3D7_0805600	PF3D7_0805600.1	protein_coding	0	4	0	102	41	0	0	0	0	0	0	0	0	0	0	0	0	4	61
PF3D7_0805800	PF3D7_0805800	PF3D7_0805800.1	protein_coding	1	2	6	101	48	0	0	6	0	0	0	0	0	0	1	0	0	2	53
PF3D7_0805900	PF3D7_0805900	PF3D7_0805900.1	protein_coding	0	3	1	119	52	0	11	1	0	0	0	0	1	0	0	0	0	2	57
PF3D7_0806000	PF3D7_0806000	PF3D7_0806000.1	protein_coding	1	9	23	138	51	0	8	23	0	0	0	0	0	0	1	0	0	9	79
PF3D7_0806100	PF3D7_0806100	PF3D7_0806100.1	protein_coding	1	5	19	117	60	0	0	19	0	0	0	0	0	0	1	0	0	5	57
PF3D7_0806200	PF3D7_0806200	PF3D7_0806200.1	protein_coding	0	11	7	221	126	0	25	7	0	0	0	0	1	0	0	0	0	10	71
PF3D7_0806300	PF3D7_0806300	PF3D7_0806300.1	protein_coding	1	110	33	119	56	0	4	33	0	0	0	0	1	0	1	0	0	109	60
PF3D7_0806400	PF3D7_0806400	PF3D7_0806400.1	protein_coding	0	1	1	139	60	0	0	1	0	0	0	0	0	0	0	0	0	1	79
PF3D7_0806500	PF3D7_0806500	PF3D7_0806500.1	protein_coding	1	7	21	124	79	0	0	21	0	0	0	0	2	0	0	1	1	6	45
PF3D7_0806600	PF3D7_0806600	PF3D7_0806600.1	protein_coding	0	19	15	133	59	0	20	15	0	0	0	0	0	0	0	0	0	19	54
PF3D7_0806700	PF3D7_0806700	PF3D7_0806700.1	protein_coding	0	11	48	148	69	0	4	48	0	0	0	0	0	0	0	0	0	11	75
PF3D7_0806800	PF3D7_0806800	PF3D7_0806800.1	protein_coding	0	32	12	102	39	0	0	12	0	0	0	0	0	0	0	0	0	32	63
PF3D7_0806900	PF3D7_0806900	PF3D7_0806900.1	protein_coding	0	4	4	136	77	0	0	4	0	0	0	0	0	0	0	0	0	4	59
PF3D7_0807000	PF3D7_0807000	PF3D7_0807000.1	protein_coding	0	2	1	164	84	0	14	1	0	0	0	0	1	0	0	0	0	1	67
PF3D7_0807100	PF3D7_0807100	PF3D7_0807100.1	protein_coding	0	16	40	130	55	0	0	40	0	0	0	0	0	0	0	0	0	16	75
PF3D7_0807200	PF3D7_0807200	PF3D7_0807200.1	protein_coding	0	3	2	164	70	0	10	2	0	0	0	0	0	0	0	0	0	3	84
PF3D7_0807400	PF3D7_0807400	PF3D7_0807400.1	protein_coding	0	2	0	175	79	0	24	0	0	0	0	0	1	0	0	0	0	1	73
PF3D7_0807500	PF3D7_0807500	PF3D7_0807500.1	protein_coding	1	19	7	140	59	0	7	7	0	0	1	0	1	0	0	0	0	18	76
PF3D7_0807600	PF3D7_0807600	PF3D7_0807600.1	protein_coding	0	16	28	177	85	0	15	28	0	0	0	0	0	0	0	0	0	16	77
PF3D7_0808000	PF3D7_0808000	PF3D7_0808000.1	protein_coding	0	12	26	131	72	0	0	26	0	0	0	0	0	0	0	0	0	12	59
PF3D7_0808100	PF3D7_0808100	PF3D7_0808100.1	protein_coding	0	21	29	149	77	0	6	29	0	0	0	0	1	0	0	0	0	21	66
PF3D7_0808200	PF3D7_0808200	PF3D7_0808200.1	protein_coding	0	12	4	148	73	0	0	4	0	0	0	0	0	0	0	0	0	12	75
PF3D7_0808300	PF3D7_0808300	PF3D7_0808300.1	protein_coding	0	5	2	218	141	0	12	2	0	0	0	0	0	0	0	0	0	5	65
PF3D7_0808500	PF3D7_0808500	PF3D7_0808500.1	lincRNA	0	1	0	924	115	0	0	0	25	0	0	0	1	0	0	0	0	0	785
PF3D7_0809000	PF3D7_0809000	PF3D7_0809000.1	lincRNA	0	1	0	2072	1123	0	0	0	28	0	0	0	1	0	0	0	0	0	922
PF3D7_0809300	PF3D7_0809300	PF3D7_0809300.1	lincRNA	0	0	0	196	66	0	0	0	23	0	0	0	0	0	0	0	0	0	107
PF3D7_0809400	PF3D7_0809400	PF3D7_0809400.1	protein_coding	0	29	25	140	57	0	0	25	0	0	0	0	0	0	0	0	0	29	83
PF3D7_0809500	PF3D7_0809500	PF3D7_0809500.1	protein_coding	0	3	0	158	104	0	0	0	0	0	0	0	0	0	0	0	0	3	54
PF3D7_0809600	PF3D7_0809600	PF3D7_0809600.1	protein_coding	2	59	102	182	109	0	0	102	0	0	0	0	0	0	2	0	0	59	73
PF3D7_0809800	PF3D7_0809800	PF3D7_0809800.1	protein_coding	0	4	19	128	72	0	8	19	0	0	0	0	0	0	0	0	0	4	48
PF3D7_0810000	PF3D7_0810000	PF3D7_0810000.1	protein_coding	0	0	1	81	51	0	0	1	0	0	0	0	0	0	0	0	0	0	30
PF3D7_0810100	PF3D7_0810100	PF3D7_0810100.1	protein_coding	0	0	2	81	41	0	3	2	0	0	0	0	0	0	0	0	0	0	37
PF3D7_0810600	PF3D7_0810600	PF3D7_0810600.1	protein_coding	0	4	4	81	46	0	0	4	0	0	0	0	0	0	0	0	0	4	35
PF3D7_0810700	PF3D7_0810700	PF3D7_0810700.1	protein_coding	0	1	1	75	34	0	7	1	0	0	0	0	1	0	0	0	0	0	35
PF3D7_0810900	PF3D7_0810900	PF3D7_0810900.1	protein_coding	0	0	1	81	37	0	5	1	0	0	0	0	0	0	0	0	0	0	39
PF3D7_0810900	PF3D7_0810900	PF3D7_0810900.2	protein_coding	0	0	0	75	31	0	5	0	0	0	0	0	0	0	0	0	0	0	39
PF3D7_0811100	PF3D7_0811100	PF3D7_0811100.1	protein_coding	0	5	0	90	37	0	0	0	0	0	0	0	0	0	0	0	0	5	53
PF3D7_0811400	PF3D7_0811400	PF3D7_0811400.1	protein_coding	0	8	4	85	30	0	5	4	0	0	0	0	0	0	0	0	0	8	50
PF3D7_0811600	PF3D7_0811600	PF3D7_0811600.1	protein_coding	0	1	9	74	30	0	2	9	0	0	0	0	0	0	0	0	0	1	42
PF3D7_0811700	PF3D7_0811700	PF3D7_0811700.1	protein_coding	0	16	17	71	42	0	0	17	0	0	0	0	0	0	0	0	0	16	29
PF3D7_0811800	PF3D7_0811800	PF3D7_0811800.1	protein_coding	0	3	14	78	37	0	0	14	0	0	0	0	0	0	0	0	0	3	41
PF3D7_0811900	PF3D7_0811900	PF3D7_0811900.1	protein_coding	0	12	11	112	58	0	7	11	0	0	0	0	0	0	0	0	0	12	47
PF3D7_0812000	PF3D7_0812000	PF3D7_0812000.1	protein_coding	0	4	4	108	41	0	2	4	0	0	0	0	0	0	0	0	0	4	65
PF3D7_0812100	PF3D7_0812100	PF3D7_0812100.1	protein_coding	2	54	41	97	37	0	0	41	0	0	0	0	0	0	2	0	0	54	60
PF3D7_0812200	PF3D7_0812200	PF3D7_0812200.1	protein_coding	0	4	7	126	35	0	15	7	0	0	0	0	1	0	0	0	0	3	77
PF3D7_0812220	PF3D7_0812220	PF3D7_0812220.1	protein_coding	0	3	1	118	75	0	4	1	0	0	0	0	1	0	0	0	0	2	40
PF3D7_0812500	PF3D7_0812500	PF3D7_0812500.1	protein_coding	0	3	8	166	103	0	0	8	0	0	0	0	0	0	0	0	0	3	63
PF3D7_0812600	PF3D7_0812600	PF3D7_0812600.1	protein_coding	0	9	1	99	40	0	0	1	0	0	0	0	0	0	0	0	0	9	59
PF3D7_0812700	PF3D7_0812700	PF3D7_0812700.1	protein_coding	0	1	4	125	62	0	0	4	0	0	0	0	0	0	0	0	0	1	63
PF3D7_0812800	PF3D7_0812800	PF3D7_0812800.1	protein_coding	0	0	0	108	56	0	0	0	0	0	0	0	0	0	0	0	0	0	52
PF3D7_0812900	PF3D7_0812900	PF3D7_0812900.1	protein_coding	0	10	18	135	64	0	11	18	0	0	0	0	0	0	0	0	0	10	60
PF3D7_0813000	PF3D7_0813000	PF3D7_0813000.1	protein_coding	0	14	9	83	39	0	0	9	0	0	0	0	0	0	0	0	0	14	44
PF3D7_0813100	PF3D7_0813100	PF3D7_0813100.1	protein_coding	0	4	7	109	62	0	0	7	0	0	0	0	0	0	0	0	0	4	47
PF3D7_0813200	PF3D7_0813200	PF3D7_0813200.1	protein_coding	0	2	5	87	40	0	7	5	0	0	0	0	1	0	0	0	0	2	40
PF3D7_0813300	PF3D7_0813300	PF3D7_0813300.1	protein_coding	0	3	4	90	39	0	6	4	0	0	0	0	0	0	0	0	0	3	45
PF3D7_0813400	PF3D7_0813400	PF3D7_0813400.1	protein_coding	0	8	7	114	40	0	15	7	0	0	0	0	0	0	0	0	0	8	59
PF3D7_0813500	PF3D7_0813500	PF3D7_0813500.1	protein_coding	0	4	16	135	55	0	0	16	0	0	0	0	0	0	0	0	0	4	80
PF3D7_0813600	PF3D7_0813600	PF3D7_0813600.1	protein_coding	1	3	2	138	61	0	3	2	0	0	0	0	1	1	0	0	0	3	74
PF3D7_0813900	PF3D7_0813900	PF3D7_0813900.1	protein_coding	0	3	0	137	91	0	4	0	0	0	0	0	0	0	0	0	0	3	42
PF3D7_0814000	PF3D7_0814000	PF3D7_0814000.1	protein_coding	0	2	2	153	50	0	2	2	0	0	0	0	0	0	0	0	0	2	101
PF3D7_0814100	PF3D7_0814100	PF3D7_0814100.1	protein_coding	0	1	1	135	51	0	8	1	0	0	0	0	2	0	0	0	0	0	77
PF3D7_0814300	PF3D7_0814300	PF3D7_0814300.1	protein_coding	1	9	32	131	83	0	0	32	0	0	0	0	2	0	0	1	1	8	48
PF3D7_0814400	PF3D7_0814400	PF3D7_0814400.1	protein_coding	0	7	7	132	56	0	7	7	0	0	0	0	0	0	0	0	0	7	69
PF3D7_0814500	PF3D7_0814500	PF3D7_0814500.1	protein_coding	0	11	22	149	91	0	0	22	0	0	0	0	0	0	0	0	0	11	58
PF3D7_0814600	PF3D7_0814600	PF3D7_0814600.1	protein_coding	0	24	11	165	76	0	0	11	0	0	0	0	0	0	0	0	0	24	89
PF3D7_0814700	PF3D7_0814700	PF3D7_0814700.1	protein_coding	0	8	12	175	81	0	0	12	0	0	0	0	0	0	0	0	0	8	94
PF3D7_0815100	PF3D7_0815100	PF3D7_0815100.1	protein_coding	0	14	26	265	175	0	0	26	0	0	0	0	0	0	0	0	0	14	90
PF3D7_0815200	PF3D7_0815200	PF3D7_0815200.1	protein_coding	0	134	37	114	51	0	0	37	0	0	0	0	0	0	0	0	0	134	63
PF3D7_0815300	PF3D7_0815300	PF3D7_0815300.1	protein_coding	0	8	19	266	59	0	0	19	0	0	0	0	0	0	0	0	0	8	207
PF3D7_0815400	PF3D7_0815400	PF3D7_0815400.1	protein_coding	0	1	1	112	44	0	4	1	0	0	0	0	0	0	0	0	0	1	64
PF3D7_0815500	PF3D7_0815500	PF3D7_0815500.1	protein_coding	0	2	6	94	48	0	9	6	0	0	0	0	1	0	0	0	0	1	38
PF3D7_0816100	PF3D7_0816100	PF3D7_0816100.1	protein_coding	0	2	1	92	58	0	2	1	0	0	0	0	0	0	0	0	0	2	32
PF3D7_0816300	PF3D7_0816300	PF3D7_0816300.1	protein_coding	0	9	16	136	54	0	30	16	0	0	0	0	4	0	0	0	0	5	56
PF3D7_0816400	PF3D7_0816400	PF3D7_0816400.1	protein_coding	0	3	1	167	103	0	7	1	0	0	0	0	1	0	0	0	0	2	58
PF3D7_0817000	PF3D7_0817000	PF3D7_0817000.1	protein_coding	0	2	4	119	51	0	0	4	0	0	0	0	0	0	0	0	0	2	68
PF3D7_0817100	PF3D7_0817100	PF3D7_0817100.1	protein_coding	0	2	8	130	69	0	0	8	0	0	0	0	0	0	0	0	0	2	61
PF3D7_0817200	PF3D7_0817200	PF3D7_0817200.1	protein_coding	0	8	12	107	48	0	0	12	0	0	0	0	0	0	0	0	0	8	59
PF3D7_0817300	PF3D7_0817300	PF3D7_0817300.1	protein_coding	0	22	41	125	64	0	0	41	0	0	0	0	0	0	0	0	0	22	61
PF3D7_0817400	PF3D7_0817400	PF3D7_0817400.1	protein_coding	1	3	14	145	63	0	15	14	0	0	0	0	1	0	0	1	0	3	67
PF3D7_0817500	PF3D7_0817500	PF3D7_0817500.1	protein_coding	0	0	0	134	70	0	14	0	0	0	0	0	0	0	0	0	0	0	50
PF3D7_0817600	PF3D7_0817600	PF3D7_0817600.1	protein_coding	0	5	25	131	65	0	3	25	0	0	0	0	0	0	0	0	0	5	63
PF3D7_0817800	PF3D7_0817800	PF3D7_0817800.1	protein_coding	0	0	0	146	51	0	2	0	0	0	0	0	0	0	0	0	0	0	93
PF3D7_0818000	PF3D7_0818000	PF3D7_0818000.1	protein_coding	0	2	14	124	69	0	0	14	0	0	0	0	0	0	0	0	0	2	55
PF3D7_0818100	PF3D7_0818100	PF3D7_0818100.1	protein_coding	0	9	13	147	73	0	6	13	0	0	0	0	0	0	0	0	0	9	68
PF3D7_0818300	PF3D7_0818300	PF3D7_0818300.1	protein_coding	0	4	7	115	34	0	5	7	0	0	0	0	0	0	0	0	0	4	76
PF3D7_0818500	PF3D7_0818500	PF3D7_0818500.1	protein_coding	0	0	0	132	56	0	4	0	0	0	0	0	0	0	0	0	0	0	72
PF3D7_0818700	PF3D7_0818700	PF3D7_0818700.1	protein_coding	0	28	26	174	56	0	23	26	0	0	0	0	1	0	0	0	0	27	96
PF3D7_0819000	PF3D7_0819000	PF3D7_0819000.1	protein_coding	0	7	17	205	154	0	11	17	0	0	0	0	0	0	0	0	0	7	40
PF3D7_0819100	PF3D7_0819100	PF3D7_0819100.1	protein_coding	0	4	4	82	36	0	2	4	0	0	0	0	0	0	0	0	0	4	44
PF3D7_0819300	PF3D7_0819300	PF3D7_0819300.1	protein_coding	0	8	15	112	69	0	0	15	0	0	0	0	0	0	0	0	0	8	43
PF3D7_0819500	PF3D7_0819500	PF3D7_0819500.1	protein_coding	0	3	4	178	97	0	19	4	0	0	0	0	1	0	0	0	0	2	63
PF3D7_0819600	PF3D7_0819600	PF3D7_0819600.1	protein_coding	0	1	4	153	56	0	2	4	0	0	0	0	0	0	0	0	0	1	95
PF3D7_0819700	PF3D7_0819700	PF3D7_0819700.1	protein_coding	0	12	29	147	76	0	0	29	0	0	0	0	0	0	0	0	0	12	71
PF3D7_0819800	PF3D7_0819800	PF3D7_0819800.1	protein_coding	0	15	30	222	96	0	47	30	0	0	0	0	2	0	0	0	0	14	80
PF3D7_0820100	PF3D7_0820100	PF3D7_0820100.1	protein_coding	0	5	4	146	79	0	3	4	0	0	0	0	0	0	0	0	0	5	64
PF3D7_0820300	PF3D7_0820300	PF3D7_0820300.1	protein_coding	0	7	27	148	73	0	0	27	0	0	0	0	0	0	0	0	0	7	75
PF3D7_0820400	PF3D7_0820400	PF3D7_0820400.1	protein_coding	0	2	8	157	63	0	9	8	0	0	0	0	0	0	0	0	0	2	85
PF3D7_0820500	PF3D7_0820500	PF3D7_0820500.1	protein_coding	1	6	11	152	71	0	0	11	0	0	0	0	0	0	1	0	0	6	81
PF3D7_0820600	PF3D7_0820600	PF3D7_0820600.1	protein_coding	0	0	4	202	133	0	2	4	0	0	0	0	0	0	0	0	0	0	67
PF3D7_0820800	PF3D7_0820800	PF3D7_0820800.1	protein_coding	0	10	14	211	132	0	0	14	0	0	0	0	0	0	0	0	0	10	79
PF3D7_0820900	PF3D7_0820900	PF3D7_0820900.1	protein_coding	1	18	52	202	67	0	12	52	0	0	1	0	1	0	0	0	0	17	125
PF3D7_0821000	PF3D7_0821000	PF3D7_0821000.1	protein_coding	0	58	14	154	66	0	18	14	0	0	0	0	0	0	0	0	0	58	70
PF3D7_0821200	PF3D7_0821200	PF3D7_0821200.1	protein_coding	0	2	2	151	68	0	0	2	0	0	0	0	0	0	0	0	0	2	83
PF3D7_0821300	PF3D7_0821300	PF3D7_0821300.1	protein_coding	0	18	14	129	78	0	13	14	0	0	0	0	0	0	0	0	0	18	38
PF3D7_0821400	PF3D7_0821400	PF3D7_0821400.1	protein_coding	0	2	2	126	79	0	6	2	0	0	0	0	0	0	0	0	0	2	41
PF3D7_0821600	PF3D7_0821600	PF3D7_0821600.1	protein_coding	0	3	11	181	97	0	0	11	0	0	0	0	0	0	0	0	0	3	84
PF3D7_0821700	PF3D7_0821700	PF3D7_0821700.1	protein_coding	0	2	0	173	71	0	8	0	0	0	0	0	0	0	0	0	0	2	94
PF3D7_0821900	PF3D7_0821900	PF3D7_0821900.1	protein_coding	0	2	1	183	83	0	8	1	0	0	0	0	0	0	0	0	0	2	92
PF3D7_0822000	PF3D7_0822000	PF3D7_0822000.1	protein_coding	0	35	16	138	65	0	0	16	0	0	0	0	0	0	0	0	0	35	73
PF3D7_0822200	PF3D7_0822200	PF3D7_0822200.1	protein_coding	0	12	33	149	41	0	10	33	0	0	0	0	0	0	0	0	0	12	98
PF3D7_0822400	PF3D7_0822400	PF3D7_0822400.1	protein_coding	1	2	7	120	66	0	12	7	0	0	1	0	0	0	0	0	0	2	43
PF3D7_0822700	PF3D7_0822700	PF3D7_0822700.1	protein_coding	0	8	30	259	171	0	0	30	0	0	0	0	0	0	0	0	0	8	88
PF3D7_0822800	PF3D7_0822800	PF3D7_0822800.1	protein_coding	1	15	18	154	90	0	0	18	0	0	0	0	0	0	1	0	0	15	64
PF3D7_0822900	PF3D7_0822900	PF3D7_0822900.1	protein_coding	1	16	38	144	94	0	0	38	0	0	0	0	1	0	1	0	1	15	50
PF3D7_0823100	PF3D7_0823100	PF3D7_0823100.1	protein_coding	0	1	8	79	33	0	2	8	0	0	0	0	0	0	0	0	0	1	44
PF3D7_0823200	PF3D7_0823200	PF3D7_0823200.1	protein_coding	0	3	0	105	49	0	4	0	0	0	0	0	0	0	0	0	0	3	52
PF3D7_0823400	PF3D7_0823400	PF3D7_0823400.1	protein_coding	0	13	2	81	51	0	3	2	0	0	0	0	0	0	0	0	0	13	27
PF3D7_0823700	PF3D7_0823700	PF3D7_0823700.1	protein_coding	0	0	2	121	47	0	3	2	0	0	0	0	0	0	0	0	0	0	71
PF3D7_0823800	PF3D7_0823800	PF3D7_0823800.1	protein_coding	0	18	19	120	73	0	0	19	0	0	0	0	0	0	0	0	0	18	47
PF3D7_0824000	PF3D7_0824000	PF3D7_0824000.1	protein_coding	0	5	17	161	79	0	0	17	0	0	0	0	0	0	0	0	0	5	82
PF3D7_0824100	PF3D7_0824100	PF3D7_0824100.1	protein_coding	0	1	7	153	81	0	0	7	0	0	0	0	0	0	0	0	0	1	72
PF3D7_0824200	PF3D7_0824200	PF3D7_0824200.1	protein_coding	0	38	30	112	58	0	6	30	0	0	0	0	3	0	0	0	0	36	50
